dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
colon1,raw,unknown,8,0.9346153846153846,188277.84328900452,results/colon1/wrapper/raw/seededsfsselector/run_20260414_101722,3,1
