dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,engine,direction,run_root
adenocarcinoma,raw,sklearn_SFS,3,0.9741666666666667,563874.8588659982,1,3,auto,5,accuracy,LogisticRegression,sklearn,forward,results/adenocarcinoma/wrapper/raw/sklearn_SFS/run_20260403_112748
