dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
Tumors9,raw,unknown,6,0.55,538756.931504,results/Tumors9/wrapper/raw/sklearnsfsselector/run_20260413_203326
