dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,run_root
colon1,raw,SFS,5,0.9512820512820512,20.025040435000847,1,3,10,5,accuracy,dt,results/colon1/wrapper/raw/SFS/run_20260403_024112
