dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,engine,direction,run_root
adenocarcinoma,union,sklearn_SFS,3,0.9600000000000002,12398.79868099888,1,3,auto,5,accuracy,LogisticRegression,sklearn,forward,results/adenocarcinoma/wrapper/union/sklearn_SFS/run_20260403_061510
