dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,run_root
SRBCT_txt,raw,SFS,6,0.9525641025641025,21.08308440700057,1,3,10,5,accuracy,dt,results/SRBCT_txt/wrapper/raw/SFS/run_20260403_025320
