dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
Prostate,union,unknown,3,0.9514285714285714,10967.549907996727,results/Prostate/wrapper/union/sklearnsfsselector/run_20260414_145807
