dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,run_root
DLBCL,raw,SFS,3,0.9866666666666667,104.11033299799965,1,3,20,5,accuracy,log,results/DLBCL/wrapper/raw/SFS/run_20260403_043141
