dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
Tumors9,union,11,0.6499999999999999,4536.403287002031,results/Tumors9/wrapper/union/seededsfsselector/run_20260413_212415,3,1
