dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
Prostate,raw,unknown,4,0.9714285714285715,63907.250387000204,results/Prostate/wrapper/raw/seededsfsselector/run_20260413_173247,3,1
