dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
Brain,raw,unknown,6,0.9295454545454546,732895.2203820008,results/Brain/wrapper/raw/sklearnsfsselector/run_20260414_162506
