dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root
Leukemia_3c1,union,2,0.96,9501.163980000456,results/Leukemia_3c1/wrapper/union/sklearnsfsselector/run_20260412_145525
