dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root
Leukemia_4c1,raw,3,0.9722222222222222,370855.73891999957,results/Leukemia_4c1/wrapper/raw/sklearnsfsselector/run_20260412_163342
