dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
SRBCT_txt,raw,unknown,4,1.0,37868.49785499999,results/SRBCT_txt/wrapper/raw/seededsfsselector/run_20260413_175110,3,1
