dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds,engine
Brain,union,4,0.8795454545454546,13200.656804998289,results/Brain/wrapper/union/sklearnsfsselector/run_20260409_141526,3,1,sklearn
