dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
Breast2classes,raw,unknown,11,0.9350000000000002,102179.42576701171,results/Breast2classes/wrapper/raw/seededsfsselector/run_20260410_143928,3,1
