feature,dataset,dataset_variant,algorithm
V2221,Breast2classes,union,seededsfsselector
V1792,Breast2classes,union,seededsfsselector
V704,Breast2classes,union,seededsfsselector
V2692,Breast2classes,union,seededsfsselector
V3637,Breast2classes,union,seededsfsselector
