dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,run_root
adenocarcinoma,raw,SFS,3,0.9608333333333334,207.90056836800068,1,3,20,5,accuracy,log,results/adenocarcinoma/wrapper/raw/SFS/run_20260403_033750
