dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
Tumors9,union,unknown,3,0.5,14974.969887000043,results/Tumors9/wrapper/union/sklearnsfsselector/run_20260414_093208
