dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,run_root
NCI,union,SFS,6,0.7051282051282051,4056.095784999343,1,3,20,5,accuracy,dt,results/NCI/wrapper/union/SFS/run_20260403_011124
