feature,dataset,dataset_variant,algorithm
V1893,Brain,raw,seededsfsselector
V763,Brain,raw,seededsfsselector
V1633,Brain,raw,seededsfsselector
V3730,Brain,raw,seededsfsselector
V902,Brain,raw,seededsfsselector
V4,Brain,raw,seededsfsselector
