dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,run_root
Brain,raw,SFS,6,0.9045454545454545,45.53696097200009,1,3,20,4,accuracy,dt,results/Brain/wrapper/raw/SFS/run_20260403_005129
