dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,run_root
Lymphoma,union,SFS,3,1.0,3385.788866999974,1,3,20,5,accuracy,dt,results/Lymphoma/wrapper/union/SFS/run_20260403_010919
