dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,run_root
NCI,raw,SFS,5,0.755128205128205,44.05911132300025,1,3,20,5,accuracy,dt,results/NCI/wrapper/raw/SFS/run_20260403_011021
