dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
DLBCL,union,3,0.9741666666666667,6687.0025729999725,results/DLBCL/wrapper/union/seededsfsselector/run_20260412_141312,5,1
