dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
SRBCT_txt,union,unknown,4,1.0,11371.623916000317,results/SRBCT_txt/wrapper/union/sklearnsfsselector/run_20260413_175527
