feature,dataset,dataset_variant,algorithm
348,CNS1,raw,sklearnsfsselector
2280,CNS1,raw,sklearnsfsselector
2995,CNS1,raw,sklearnsfsselector
3574,CNS1,raw,sklearnsfsselector
6216,CNS1,raw,sklearnsfsselector
6700,CNS1,raw,sklearnsfsselector
