dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,engine,direction,run_root
adenocarcinoma,union,SFS,4,0.9866666666666667,7463.749790000293,1,3,20,5,accuracy,logistic,custom,forward,results/adenocarcinoma/wrapper/union/SFS/run_20260403_051453
