dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds,engine
Breast2classes,union,4,0.8566666666666667,13638.104399004078,results/Breast2classes/wrapper/union/sklearnsfsselector/run_20260414_151525,3,1,sklearn
