dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
Tumors9,raw,6,0.6,38587.955852999585,results/Tumors9/wrapper/raw/seededsfsselector/run_20260413_181830,3,1
