dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
SRBCT_txt,raw,4,1.0,38540.54139899927,results/SRBCT_txt/wrapper/raw/seededsfsselector/run_20260413_175811,3,1
