dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
Leukemia_3c1,raw,LOG,4,1.0,164326.68750300945,/home/andev/Dev/Project/pka/feature_selection/wrapper-w-filter/results/Leukemia_3c1/wrapper/raw/seededsfsselector/run_20260611_145307,5,1
