dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
Leukemia_3c1,union,LOGISTICREGRESSION,3,0.9857142857142858,10609.704421003698,/home/andev/Dev/Project/pka/feature_selection/wrapper-w-filter/results/Leukemia_3c1/wrapper/union/sklearnsfsselector/run_20260611_151223
