dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
Leukemia_3c1,raw,2,0.96,33882.76767700017,results/Leukemia_3c1/wrapper/raw/seededsfsselector/run_20260412_144621,3,1
