dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root
adenocarcinoma,union,2,0.9473684210526316,13151.571630005492,results/adenocarcinoma/wrapper/union/sklearnsfsselector/run_20260414_150104
