dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
adenocarcinoma,union,6,0.9608333333333334,13509.127170000284,results/adenocarcinoma/wrapper/union/seededsfsselector/run_20260414_095540,3,1
