dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
adenocarcinoma,raw,unknown,3,0.9733333333333334,644416.6412900013,results/adenocarcinoma/wrapper/raw/sklearnsfsselector/run_20260414_093541
