dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
Prostate,raw,4,0.9714285714285715,64230.826274000035,results/Prostate/wrapper/raw/seededsfsselector/run_20260413_160159,3,1
