dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,engine,direction,run_root
adenocarcinoma,union,sklearn_SFS,20,0.8950000000000001,44856.887514000846,1,3,20,5,accuracy,LogisticRegression,sklearn,forward,results/adenocarcinoma/wrapper/union/sklearn_SFS/run_20260403_053236
