dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,engine,direction,run_root
Breast2classes,union,sklearn_SFS,3,0.8183333333333334,11541.823972002021,1,3,auto,5,accuracy,LogisticRegression,sklearn,forward,results/Breast2classes/wrapper/union/sklearn_SFS/run_20260403_121805
