dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
Tumors9,raw,unknown,6,0.6,38857.87883699959,results/Tumors9/wrapper/raw/seededsfsselector/run_20260413_182049,3,1
