dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds,engine
Leukemia_3c1,raw,unknown,2,0.96,275768.0635070001,results/Leukemia_3c1/wrapper/raw/sklearnsfsselector/run_20260412_144806,3,1,sklearn
