dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,run_root
CNS1,raw,SFS,9,0.95,476.3117978070004,1,3,10,5,accuracy,log,results/CNS1/wrapper/raw/SFS/run_20260403_031739
