dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
Leukemia_3c1,raw,LOGISTICREGRESSION,4,1.0,488009.8677030037,/home/andev/Dev/Project/pka/feature_selection/wrapper-w-filter/results/Leukemia_3c1/wrapper/raw/sklearnsfsselector/run_20260611_151452
