dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
Lung_cancer,raw,LOGISTICREGRESSION,8,0.9901219512195123,1929819.526397001,/home/andev/Dev/Project/pka/feature_selection/wrapper-w-filter/results/Lung_cancer/wrapper/raw/sklearnsfsselector/run_20260619_133406
