dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
Brain,union,unknown,4,0.8795454545454546,13168.953271000646,results/Brain/wrapper/union/sklearnsfsselector/run_20260409_235743_new_suffix
