dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,run_root
DLBCL,union,SFS,3,0.9741666666666667,6942.689212999539,1,5,20,5,accuracy,log,results/DLBCL/wrapper/union/SFS/run_20260403_043419
