dataset,dataset_variant,algorithm,n_features_selected,global_best_score,total_fit_time_ms,n_seeds,patience,max_features,cv,scoring,model,run_root
Breast2classes,union,SFS,5,0.8333333333333334,3816.928068998095,1,5,20,5,accuracy,dt,results/Breast2classes/wrapper/union/SFS/run_20260403_042112
