dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
NCI,raw,unknown,9,0.7871794871794872,71905.28545699635,results/NCI/wrapper/raw/seededsfsselector/run_20260413_095320,3,1
