dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
Lung_cancer,union,LOGISTICREGRESSION,7,0.9654878048780487,28043.723633000012,/home/andev/Dev/Project/pka/feature_selection/wrapper-w-filter/results/Lung_cancer/wrapper/union/sklearnsfsselector/run_20260619_083118
