dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
CNS1,union,LOG,7,0.9166666666666666,16665.923534994363,/home/andev/Dev/Project/pka/feature_selection/wrapper-w-filter/results/CNS1/wrapper/union/seededsfsselector/run_20260611_092908,5,1
