dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
DLBCL,union,unknown,3,1.0,13009.819904000096,results/DLBCL/wrapper/union/sklearnsfsselector/run_20260412_140803
