dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds,engine
Breast2classes,union,unknown,4,0.8566666666666667,42385.66960699973,results/Breast2classes/wrapper/union/sklearnsfsselector/run_20260410_114850,3,1,sklearn
