dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
SRBCT_txt,raw,unknown,4,1.0,151506.90024999948,results/SRBCT_txt/wrapper/raw/sklearnsfsselector/run_20260413_175158
