dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
Brain,raw,unknown,8,0.9090909090909092,67354.20615399926,results/Brain/wrapper/raw/seededsfsselector/run_20260410_001112_new_suffix_2seeds,5,2
