dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root,patience,n_seeds
adenocarcinoma,raw,unknown,3,0.9608333333333334,258032.04443999857,results/adenocarcinoma/wrapper/raw/seededsfsselector/run_20260414_094845,3,1
