dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
CNS1,union,unknown,4,0.9,63018.426768998324,results/CNS1/wrapper/union/sklearnsfsselector/run_20260412_115622
