dataset,dataset_variant,n_features_selected,global_best_score,total_fit_time_ms,run_root
Leukemia_4c1,union,3,0.9722222222222222,10240.826738998294,results/Leukemia_4c1/wrapper/union/sklearnsfsselector/run_20260414_150616
