dataset,dataset_variant,model_sfs,n_features_selected,global_best_score,total_fit_time_ms,run_root
CNS1,raw,unknown,6,0.9166666666666666,777813.2454270017,results/CNS1/wrapper/raw/sklearnsfsselector/run_20260412_121328
